V4_0,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measureofwellbeing
23.27,year ending,April 2014 - March 2015,E92000001,England,good,Good,anxiety,Anxiety
16.56,year ending,April 2014 - March 2015,E92000001,England,fair,Fair,anxiety,Anxiety
19.33,year ending,April 2014 - March 2015,E92000001,England,poor,Poor,anxiety,Anxiety
40.73,year ending,April 2014 - March 2015,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.82,year ending,April 2014 - March 2015,W92000004,Wales,good,Good,anxiety,Anxiety
17.01,year ending,April 2014 - March 2015,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.43,year ending,April 2014 - March 2015,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.42,year ending,April 2014 - March 2015,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
23.45,year ending,April 2014 - March 2015,S92000003,Scotland,good,Good,anxiety,Anxiety
15.56,year ending,April 2014 - March 2015,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.56,year ending,April 2014 - March 2015,S92000003,Scotland,poor,Poor,anxiety,Anxiety
41.95,year ending,April 2014 - March 2015,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
24.02,year ending,April 2014 - March 2015,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
16.2,year ending,April 2014 - March 2015,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
17.83,year ending,April 2014 - March 2015,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.84,year ending,July 2014 - June 2015,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.9,year ending,July 2014 - June 2015,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.84,year ending,July 2014 - June 2015,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.8,year ending,July 2014 - June 2015,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
41.07,year ending,July 2014 - June 2015,E92000001,England,very-good,Very good,anxiety,Anxiety
23.38,year ending,July 2014 - June 2015,E92000001,England,good,Good,anxiety,Anxiety
16.46,year ending,July 2014 - June 2015,E92000001,England,fair,Fair,anxiety,Anxiety
19.09,year ending,July 2014 - June 2015,E92000001,England,poor,Poor,anxiety,Anxiety
41.35,year ending,July 2014 - June 2015,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.58,year ending,July 2014 - June 2015,W92000004,Wales,good,Good,anxiety,Anxiety
17.02,year ending,July 2014 - June 2015,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.05,year ending,July 2014 - June 2015,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.1,year ending,July 2014 - June 2015,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
23.73,year ending,July 2014 - June 2015,S92000003,Scotland,good,Good,anxiety,Anxiety
15.63,year ending,July 2014 - June 2015,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.54,year ending,July 2014 - June 2015,S92000003,Scotland,poor,Poor,anxiety,Anxiety
43.44,year ending,July 2014 - June 2015,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
23.51,year ending,July 2014 - June 2015,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
14.61,year ending,July 2014 - June 2015,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
18.45,year ending,July 2014 - June 2015,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.83,year ending,October 2014 - September 2015,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.88,year ending,October 2014 - September 2015,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.82,year ending,October 2014 - September 2015,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.76,year ending,October 2014 - September 2015,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
41.16,year ending,October 2014 - September 2015,E92000001,England,very-good,Very good,anxiety,Anxiety
23.3,year ending,October 2014 - September 2015,E92000001,England,good,Good,anxiety,Anxiety
16.54,year ending,October 2014 - September 2015,E92000001,England,fair,Fair,anxiety,Anxiety
19.0,year ending,October 2014 - September 2015,E92000001,England,poor,Poor,anxiety,Anxiety
41.96,year ending,October 2014 - September 2015,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.33,year ending,October 2014 - September 2015,W92000004,Wales,good,Good,anxiety,Anxiety
16.71,year ending,October 2014 - September 2015,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.01,year ending,October 2014 - September 2015,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.17,year ending,October 2014 - September 2015,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
23.65,year ending,October 2014 - September 2015,S92000003,Scotland,good,Good,anxiety,Anxiety
15.86,year ending,October 2014 - September 2015,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.32,year ending,October 2014 - September 2015,S92000003,Scotland,poor,Poor,anxiety,Anxiety
44.38,year ending,October 2014 - September 2015,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
23.1,year ending,October 2014 - September 2015,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
14.23,year ending,October 2014 - September 2015,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
18.29,year ending,October 2014 - September 2015,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.85,year ending,January 2015 - December 2015,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.91,year ending,January 2015 - December 2015,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.85,year ending,January 2015 - December 2015,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.8,year ending,January 2015 - December 2015,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
40.8,year ending,January 2015 - December 2015,E92000001,England,very-good,Very good,anxiety,Anxiety
23.36,year ending,January 2015 - December 2015,E92000001,England,good,Good,anxiety,Anxiety
16.68,year ending,January 2015 - December 2015,E92000001,England,fair,Fair,anxiety,Anxiety
19.16,year ending,January 2015 - December 2015,E92000001,England,poor,Poor,anxiety,Anxiety
42.08,year ending,January 2015 - December 2015,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.04,year ending,January 2015 - December 2015,W92000004,Wales,good,Good,anxiety,Anxiety
16.38,year ending,January 2015 - December 2015,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.49,year ending,January 2015 - December 2015,W92000004,Wales,poor,Poor,anxiety,Anxiety
40.86,year ending,January 2015 - December 2015,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
23.38,year ending,January 2015 - December 2015,S92000003,Scotland,good,Good,anxiety,Anxiety
16.05,year ending,January 2015 - December 2015,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.72,year ending,January 2015 - December 2015,S92000003,Scotland,poor,Poor,anxiety,Anxiety
43.85,year ending,January 2015 - December 2015,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
23.0,year ending,January 2015 - December 2015,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
14.25,year ending,January 2015 - December 2015,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
18.89,year ending,January 2015 - December 2015,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.87,year ending,April 2015 - March 2016,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.92,year ending,April 2015 - March 2016,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.85,year ending,April 2015 - March 2016,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.78,year ending,April 2015 - March 2016,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
40.59,year ending,April 2015 - March 2016,E92000001,England,very-good,Very good,anxiety,Anxiety
23.26,year ending,April 2015 - March 2016,E92000001,England,good,Good,anxiety,Anxiety
16.78,year ending,April 2015 - March 2016,E92000001,England,fair,Fair,anxiety,Anxiety
19.37,year ending,April 2015 - March 2016,E92000001,England,poor,Poor,anxiety,Anxiety
41.75,year ending,April 2015 - March 2016,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.16,year ending,April 2015 - March 2016,W92000004,Wales,good,Good,anxiety,Anxiety
16.26,year ending,April 2015 - March 2016,W92000004,Wales,fair,Fair,anxiety,Anxiety
20.83,year ending,April 2015 - March 2016,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.32,year ending,April 2015 - March 2016,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.85,year ending,April 2015 - March 2016,S92000003,Scotland,good,Good,anxiety,Anxiety
15.89,year ending,April 2015 - March 2016,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.93,year ending,April 2015 - March 2016,S92000003,Scotland,poor,Poor,anxiety,Anxiety
43.6,year ending,April 2015 - March 2016,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
23.86,year ending,April 2015 - March 2016,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
14.31,year ending,April 2015 - March 2016,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
18.23,year ending,April 2015 - March 2016,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.9,year ending,July 2015 - June 2016,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.97,year ending,July 2015 - June 2016,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.86,year ending,July 2015 - June 2016,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.66,year ending,July 2015 - June 2016,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
40.14,year ending,July 2015 - June 2016,E92000001,England,very-good,Very good,anxiety,Anxiety
23.25,year ending,July 2015 - June 2016,E92000001,England,good,Good,anxiety,Anxiety
16.98,year ending,July 2015 - June 2016,E92000001,England,fair,Fair,anxiety,Anxiety
19.63,year ending,July 2015 - June 2016,E92000001,England,poor,Poor,anxiety,Anxiety
40.91,year ending,July 2015 - June 2016,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.28,year ending,July 2015 - June 2016,W92000004,Wales,good,Good,anxiety,Anxiety
16.32,year ending,July 2015 - June 2016,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.49,year ending,July 2015 - June 2016,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.61,year ending,July 2015 - June 2016,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.43,year ending,July 2015 - June 2016,S92000003,Scotland,good,Good,anxiety,Anxiety
15.99,year ending,July 2015 - June 2016,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.97,year ending,July 2015 - June 2016,S92000003,Scotland,poor,Poor,anxiety,Anxiety
45.25,year ending,July 2015 - June 2016,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
23.06,year ending,July 2015 - June 2016,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
14.76,year ending,July 2015 - June 2016,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
16.93,year ending,July 2015 - June 2016,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.9,year ending,October 2015 - September 2016,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
3.0,year ending,October 2015 - September 2016,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.88,year ending,October 2015 - September 2016,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.6,year ending,October 2015 - September 2016,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
40.13,year ending,October 2015 - September 2016,E92000001,England,very-good,Very good,anxiety,Anxiety
23.21,year ending,October 2015 - September 2016,E92000001,England,good,Good,anxiety,Anxiety
16.92,year ending,October 2015 - September 2016,E92000001,England,fair,Fair,anxiety,Anxiety
19.73,year ending,October 2015 - September 2016,E92000001,England,poor,Poor,anxiety,Anxiety
40.3,year ending,October 2015 - September 2016,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.66,year ending,October 2015 - September 2016,W92000004,Wales,good,Good,anxiety,Anxiety
16.32,year ending,October 2015 - September 2016,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.72,year ending,October 2015 - September 2016,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.26,year ending,October 2015 - September 2016,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
22.76,year ending,October 2015 - September 2016,S92000003,Scotland,good,Good,anxiety,Anxiety
16.04,year ending,October 2015 - September 2016,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.94,year ending,October 2015 - September 2016,S92000003,Scotland,poor,Poor,anxiety,Anxiety
46.01,year ending,October 2015 - September 2016,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
23.32,year ending,October 2015 - September 2016,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
14.2,year ending,October 2015 - September 2016,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
16.48,year ending,October 2015 - September 2016,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.9,year ending,January 2016 - December 2016,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.96,year ending,January 2016 - December 2016,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.88,year ending,January 2016 - December 2016,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.55,year ending,January 2016 - December 2016,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
40.02,year ending,January 2016 - December 2016,E92000001,England,very-good,Very good,anxiety,Anxiety
23.53,year ending,January 2016 - December 2016,E92000001,England,good,Good,anxiety,Anxiety
16.74,year ending,January 2016 - December 2016,E92000001,England,fair,Fair,anxiety,Anxiety
19.71,year ending,January 2016 - December 2016,E92000001,England,poor,Poor,anxiety,Anxiety
40.44,year ending,January 2016 - December 2016,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.89,year ending,January 2016 - December 2016,W92000004,Wales,good,Good,anxiety,Anxiety
16.25,year ending,January 2016 - December 2016,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.42,year ending,January 2016 - December 2016,W92000004,Wales,poor,Poor,anxiety,Anxiety
41.1,year ending,January 2016 - December 2016,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
23.02,year ending,January 2016 - December 2016,S92000003,Scotland,good,Good,anxiety,Anxiety
16.1,year ending,January 2016 - December 2016,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.78,year ending,January 2016 - December 2016,S92000003,Scotland,poor,Poor,anxiety,Anxiety
47.03,year ending,January 2016 - December 2016,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
23.66,year ending,January 2016 - December 2016,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
13.22,year ending,January 2016 - December 2016,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
16.09,year ending,January 2016 - December 2016,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.91,year ending,April 2016 - March 2017,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
2.96,year ending,April 2016 - March 2017,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
2.89,year ending,April 2016 - March 2017,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
2.64,year ending,April 2016 - March 2017,N92000002,Northern Ireland,mean-average,Mean Average,anxiety,Anxiety
39.85,year ending,April 2016 - March 2017,E92000001,England,very-good,Very good,anxiety,Anxiety
23.49,year ending,April 2016 - March 2017,E92000001,England,good,Good,anxiety,Anxiety
16.8,year ending,April 2016 - March 2017,E92000001,England,fair,Fair,anxiety,Anxiety
19.87,year ending,April 2016 - March 2017,E92000001,England,poor,Poor,anxiety,Anxiety
40.63,year ending,April 2016 - March 2017,W92000004,Wales,very-good,Very good,anxiety,Anxiety
21.65,year ending,April 2016 - March 2017,W92000004,Wales,good,Good,anxiety,Anxiety
16.51,year ending,April 2016 - March 2017,W92000004,Wales,fair,Fair,anxiety,Anxiety
21.21,year ending,April 2016 - March 2017,W92000004,Wales,poor,Poor,anxiety,Anxiety
40.87,year ending,April 2016 - March 2017,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
23.11,year ending,April 2016 - March 2017,S92000003,Scotland,good,Good,anxiety,Anxiety
16.25,year ending,April 2016 - March 2017,S92000003,Scotland,fair,Fair,anxiety,Anxiety
19.77,year ending,April 2016 - March 2017,S92000003,Scotland,poor,Poor,anxiety,Anxiety
46.32,year ending,April 2016 - March 2017,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
22.66,year ending,April 2016 - March 2017,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
13.73,year ending,April 2016 - March 2017,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
17.28,year ending,April 2016 - March 2017,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
2.91,year ending,July 2016 - June 2017,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
